Name,Ticker,Sub-Industry,Industry,sales_2022,sales_2023,sales_2024,expenses_2022,expenses_2023,expenses_2024,other_income_2022,other_income_2023,other_income_2024,interest_2022,interest_2023,interest_2024,depreciation_2022,depreciation_2023,depreciation_2024,tax%_2022,tax%_2023,tax%_2024,div_payout%_2022,div_payout%_2023,div_payout%_2024,equity_capital_2022,equity_capital_2023,equity_capital_2024,reserves_2022,reserves_2023,reserves_2024,borrowings_2022,borrowings_2023,borrowings_2024,CL_2022,CL_2023,CL_2024,fixed_assets_2022,fixed_assets_2023,fixed_assets_2024,cwip_2022,cwip_2023,cwip_2024,investments_2022,investments_2023,investments_2024,other_assets_2022,other_assets_2023,other_assets_2024,cfo_2022,cfo_2023,cfo_2024,cfi_2022,cfi_2023,cfi_2024,cff_2022,cff_2023,cff_2024,MCap,Price,P/E,PromoterHold,About,MCap_category,EBIT_2024,EBIT_2023,EBIT_2022,operating_margin_24,operating_margin_23,operating_margin_22,avg_operating_margin,shares_outstanding,P/R,cash,CA_2024,CA_2023,CA_2022,Change_WC_24-23,Change_WC_23-22,Reinv_rate_24,Reinv_rate_23,Equity_2024,Equity_2023,Equity_2022,invested_capital_2024,invested_capital_2023,invested_capital_2022,ROC_2024,ROC_2023,ROC_2022,ROE,sales_to_capital_24-23,sales_to_capital_23-22,debt%_2024,debt%_2023,debt%_2022,avg_interest_coverage_ratio,DE,debt_ratio,EV,EV2EBITDA,EV2invested_capital,price2sales,EV2sales,sales_CAGR,Kd,Beta,Ke,WACC,asset_turnover,capex/revenue
Chambal Fertilisers and Chemicals Limited (NSEI:CHAMBLFERT),NSEI:CHAMBLFERT,Chemical (Specialty),Materials,16443.0,27995.0,18292.0,13804.0,25951.0,15919.0,374.0,222.0,326.0,109.0,320.0,173.0,300,308,313.0,30%,27%,32%,20%,30%,24%,416.0,416.0,401.0,5983.0,6652.0,6873.0,4337.0,3358.0,1874.0,2553.0,2344.0,2361.0,6358.0,6262.0,6423.0,157.0,103.0,184.0,559.0,2377.0,2431.0,6215.0,4028.0,2471.0,-24.0,3239.0,3327.0,-119.0,-1872.0,-382.0,-213.0,-1862.0,-2871.0,18763.0,468.0,12.2,60.4,"Business Overview Company is engaged in manufacturing Urea. It is also engaged in marketing of other fertilisers such as Di-Ammonium Phosphate (âDAPâ), Muriate of Potash (âMOPâ), NPK fertilisers, Speciality Plant Nutrients and Crop Protection Chemicals. Through JV it is engaged in the manufacture of phosphoric acid in Morocco. [1]",Mid,2546.0,2364.0,2748.0,0.13918652963043954,0.08444365065190212,0.167122787812443,0.1302509893649282,40.09188034188034,1.025748961294555,847.6,5086.0,6508.0,6931.0,-1439.0,-214.0,-0.7152395915161037,-0.8824027072758037,7274.0,7068.0,6399.0,9148.0,10426.0,10736.0,0.28,0.22674084020717436,0.2559612518628912,0.21,7.592331768388107,-37.26451612903226,0.20485351989505904,0.3220794168425091,0.40396795827123694,14.716763005780345,0.5,0.16,19789.4,6.92,2.16,1.03,1.08,5.0,9.21,1.2,16.212,14.777615653694797,1.589364844903988,0.020883446315329107
Fineotex Chemical Limited (NSEI:FCL),NSEI:FCL,Chemical (Specialty),Materials,374.0,524.0,586.0,297.0,404.0,421.0,6.0,7.0,17.0,1.0,1.0,1.0,3,4,6.0,22%,22%,23%,8%,10%,15%,22.0,22.0,22.0,240.0,327.0,425.0,2.0,7.0,5.0,75.0,67.0,96.0,84.0,99.0,141.0,0.0,0.0,0.0,17.0,89.0,147.0,238.0,234.0,260.0,13.0,107.0,97.0,1.0,-99.0,-47.0,-6.0,-6.0,-24.0,3752.0,327.0,30.4,62.87,"Product Offerings The company is one of the leading manufacturers of chemicals for the textiles, construction, water treatment, fertilizer, leather, and paint industries. It provides an entire range of products for the pretreatment, dyeing, printing, and finishing of textile processing to customers across the globe. It also offers cleaning and hygiene products like floor cleaners, hand-washes, sanitizers, dishwashers, and toilet bowl cleaners. It has a portfolio of 470+ products across categories. [1] [2]",Small,166.0,121.0,78.0,0.2832764505119454,0.23091603053435114,0.20855614973262032,0.24091621025963894,11.474006116207951,6.402730375426621,48.800000000000004,407.0,323.0,255.0,55.0,76.0,0.04819277108433735,-0.19008264462809918,447.0,349.0,262.0,452.0,356.0,264.0,0.37,0.3398876404494382,0.29545454545454547,0.25,0.6458333333333334,1.6304347826086956,0.011061946902654867,0.019662921348314606,0.007575757575757576,166.0,0.02,0.01,3708.2,21.56,8.2,6.4,6.33,25.0,9.21,1.4,17.664,17.570482300884954,1.0693430656934306,0.08020477815699659
Grauer & Weil (India) Limited (BSE:505710),BSE:505710,Chemical (Specialty),Materials,784.0,999.0,1099.0,655.0,825.0,877.0,16.0,18.0,31.0,3.0,3.0,5.0,20,20,21.0,26%,26%,25%,19%,16%,8%,23.0,23.0,23.0,560.0,657.0,783.0,25.0,24.0,27.0,217.0,251.0,293.0,247.0,244.0,243.0,1.0,3.0,14.0,1.0,17.0,49.0,576.0,690.0,818.0,44.0,114.0,159.0,-17.0,-116.0,-108.0,-15.0,-19.0,-20.0,4187.0,92.4,26.2,69.04,Business Overview: [1] Growel is the first Indian surface finishing solution company to be AS 9100 certified.  It is the only Indian company and one of the few global cos offering complete corrosion protection solutions on all types of substrates across various industries.,Small,227.0,177.0,132.0,0.20655141037306643,0.17717717717717718,0.1683673469387755,0.1840319781630064,45.31385281385281,3.8098271155595995,138.93333333333334,881.0,710.0,578.0,129.0,98.0,0.09251101321585903,-0.1016949152542373,806.0,680.0,583.0,833.0,704.0,608.0,0.27,0.25142045454545453,0.21710526315789475,0.18,0.7751937984496124,2.2395833333333335,0.03241296518607443,0.03409090909090909,0.04111842105263158,45.4,0.05,0.02,4075.0666666666666,16.43,4.89,3.81,3.71,18.0,9.21,1.4,17.664,17.38998079231693,0.9777580071174378,0.09827115559599636
Insecticides (India) Limited (BSE:532851),BSE:532851,Chemical (Specialty),Materials,1507.0,1802.0,1976.0,1333.0,1679.0,1804.0,3.0,1.0,10.0,7.0,13.0,11.0,26,26,29.0,24%,25%,23%,6%,14%,9%,20.0,30.0,30.0,850.0,889.0,984.0,54.0,163.0,87.0,473.0,615.0,613.0,253.0,263.0,284.0,91.0,123.0,142.0,16.0,17.0,20.0,1037.0,1294.0,1268.0,135.0,-11.0,184.0,9.0,-86.0,-43.0,-115.0,80.0,-98.0,1690.0,571.0,12.9,72.3,"Product Offerings The company is one of Indiaâs leading crop protection and Nutrition companies, with a portfolio of 20+ technical products and 125 formulation products, including Insecticides, Herbicides, Fungicides, and Biological and PGR products, under brands like Tractor, Green Label, Pulsor, Hakama , and others. Its premium portfolio includes 11 Focused Maharatna products and 33 Maharatna under brands like Hercules, Lethal, Hachiman, Shinwa, etc . [1] [2] [3] [4]",Small,183.0,136.0,181.0,0.09261133603238866,0.07547169811320754,0.1201061712010617,0.09606306844888597,2.959719789842382,0.8552631578947368,239.93333333333337,1430.0,1434.0,1144.0,-2.0,148.0,-0.2459016393442623,0.45588235294117646,1014.0,919.0,870.0,1101.0,1082.0,924.0,0.17,0.1256931608133087,0.1958874458874459,0.11,9.157894736842104,1.8670886075949367,0.07901907356948229,0.15064695009242143,0.05844155844155844,16.636363636363637,0.17,0.05,1537.0666666666666,7.25,1.4,0.86,0.78,15.0,9.21,1.4,17.664,16.9959727520436,1.1528588098016337,0.021761133603238867
NACL Industries Limited (BSE:524709),BSE:524709,Chemical (Specialty),Materials,1646.0,2126.0,1789.0,1495.0,1922.0,1762.0,13.0,10.0,10.0,27.0,47.0,76.0,25,28,27.0,26%,26%,-23%,15%,15%,0%,20.0,20.0,20.0,469.0,554.0,491.0,531.0,724.0,789.0,496.0,616.0,518.0,238.0,402.0,439.0,116.0,71.0,47.0,13.0,14.0,15.0,1148.0,1427.0,1318.0,-124.0,-20.0,50.0,-163.0,-143.0,-38.0,290.0,134.0,-22.0,1291.0,64.8,,63.65,"Products [1] Key technicals: Insecticides: Cairo, Fenny, Nagarjuna 4G, PestLock, etc. Herbicides: Font, Slogan, Nagarjuna Combi plus, etc. Fungicides: Combi plus, Kazan, Result, Subtle Plant Growth Regulators :Atonik, Gallant EG, Gallant Gold Company has 63 branded products. [2]",Small,103.0,251.0,178.0,0.05757406372275014,0.1180620884289746,0.10814094775212636,0.09459236663461702,19.922839506172842,0.7216321967579653,259.53333333333336,1380.0,1512.0,1277.0,-34.0,115.0,-0.6990291262135923,-0.11155378486055777,511.0,574.0,489.0,1300.0,1298.0,1020.0,0.08,0.1933744221879815,0.17450980392156862,0.1,-168.5,1.7266187050359711,0.6069230769230769,0.5577812018489985,0.5205882352941177,1.355263157894737,2.17,0.43,1820.4666666666667,14.0,1.4,0.72,1.02,4.0,16.04,1.4,17.664,16.678356923076922,0.9835074216602528,0.021240916713247623
Navin Fluorine International Limited (BSE:532504),BSE:532504,Chemical (Specialty),Materials,1491.0,2113.0,2172.0,1098.0,1527.0,1666.0,38.0,36.0,107.0,2.0,28.0,75.0,48,63,96.0,24%,24%,19%,21%,16%,27%,10.0,10.0,10.0,1834.0,2175.0,2373.0,121.0,861.0,1368.0,420.0,484.0,626.0,556.0,1646.0,1875.0,742.0,279.0,711.0,118.0,44.0,495.0,969.0,1561.0,1296.0,75.0,-64.0,750.0,-172.0,-656.0,-1093.0,42.0,658.0,336.0,17660.0,3561.0,81.5,28.43,"Overview [1] NFIL, a part of the Padmanabh Mafatlal group, is present in the fluorochemical industry since 1967 and is one of the largest specialty fluorochemical companies and a pioneer in manufacturing of refrigerant gases in India. NFILâs product portfolio comprises 60+ fluorinated compounds, with them finding application in various industries, like agrochemicals, pharmaceuticals, aluminium smelting, refrigeration, metal processing, abrasives, glass and ceramics. The company is currently headed by second-generation entrepreneur, Vishad Mafatlal, who has over 25 yearsâ experience in textile and chemical sectors",Mid,581.0,614.0,395.0,0.26749539594843463,0.29058211074301943,0.26492287055667335,0.2743334590827091,4.959281100814378,8.130755064456721,255.06666666666666,2502.0,1884.0,1829.0,476.0,-9.0,-1.0619621342512908,-1.0830618892508144,2383.0,2185.0,1844.0,3751.0,3046.0,1965.0,0.15,0.20157583716349312,0.2010178117048346,0.14,0.08368794326241134,0.5753931544865865,0.3647027459344175,0.2826657912015758,0.06157760814249364,7.746666666666667,0.77,0.31,18772.933333333334,27.73,5.0,8.13,8.64,21.0,9.53,1.2,16.212,13.775056251666223,0.4962302947224126,0.5032228360957642
Zuari Agro Chemicals Limited (NSEI:ZUARI),NSEI:ZUARI,Chemical (Specialty),Materials,3810.0,5169.0,4790.0,3351.0,4215.0,4233.0,220.0,616.0,195.0,173.0,207.0,211.0,67,79,95.0,22%,19%,32%,0%,0%,0%,42.0,42.0,42.0,325.0,1539.0,1652.0,2643.0,2108.0,1783.0,3201.0,1361.0,1334.0,1424.0,1940.0,1957.0,320.0,19.0,23.0,1126.0,1242.0,1270.0,3341.0,1848.0,1561.0,571.0,95.0,473.0,-137.0,426.0,3.0,-296.0,-697.0,-527.0,816.0,194.0,4.57,65.21,Business Overview: [1] [2] ZACL is the flagship company of Adventz Group. It is also the holding company for the other agri-business operations of the Adventz Group. Company is a single-window agricultural solution provider and manufacturer of high-quality complex fertilizers of various grades along with micro nutrients and speciality fertilizers. Company manufactures and markets Single Super Phosphate (SSP) through its brand Jai Kisaan,Small,768.0,1161.0,632.0,0.1603340292275574,0.22460824143934996,0.16587926509186351,0.18360717858625697,4.206185567010309,0.17035490605427975,450.0,2854.0,3109.0,4787.0,-228.0,162.0,-0.29296875,0.5064599483204134,1694.0,1581.0,367.0,3477.0,3689.0,3010.0,0.22,0.3147194361615614,0.20996677740863787,0.28,1.7877358490566038,2.0014727540500736,0.5127983894161634,0.5714285714285714,0.8780730897009966,3.639810426540284,1.72,0.37,2149.0,2.49,0.62,0.17,0.45,12.0,10.31,1.4,17.664,13.892880644233536,0.9956350031178549,-0.0006263048016701461
J.K. Cement Limited (BSE:532644),BSE:532644,Construction Supplies,Materials,8103.0,9795.0,11685.0,6478.0,8393.0,9485.0,112.0,75.0,129.0,270.0,312.0,453.0,342,462,573.0,33%,34%,33%,17%,27%,20%,77.0,77.0,77.0,4248.0,4607.0,5290.0,4115.0,5292.0,5549.0,2963.0,3331.0,3886.0,6544.0,8467.0,9298.0,1032.0,592.0,464.0,216.0,92.0,368.0,3612.0,4155.0,4672.0,878.0,1377.0,1959.0,-984.0,-1964.0,-1626.0,62.0,741.0,-416.0,37355.0,4834.0,59.2,45.68,"Market Position The company is among the top 10 grey cement manufacturers in India. It is the fifth-largest cement manufacturer in North India . Furthermore, it has become the sixth-largest player in the central region . [1]",Large,2653.0,1714.0,1895.0,0.22704321780059905,0.17498723838693211,0.23386400098728866,0.21196481905827327,7.7275548200248245,3.196833547282841,829.2666666666667,5504.0,4839.0,4860.0,110.0,-389.0,-0.5714285714285714,-1.3728121353558926,5367.0,4684.0,4325.0,10916.0,9976.0,8440.0,0.24,0.17181234963913392,0.2245260663507109,0.27,2.0106382978723403,1.1015625,0.5083363869549286,0.5304731355252607,0.48755924170616116,5.856512141280352,1.6,0.37,42074.73333333333,13.04,3.85,3.2,3.6,20.0,9.53,1.0,14.76,12.101400696225724,0.7894203486015403,0.13915275994865212
The KCP Limited (NSEI:KCP),NSEI:KCP,Construction Supplies,Materials,2146.0,2292.0,2916.0,1733.0,2079.0,2491.0,38.0,38.0,69.0,35.0,39.0,42.0,87,90,89.0,18%,-7%,6%,7%,3%,7%,13.0,13.0,13.0,1164.0,1212.0,1397.0,437.0,558.0,480.0,768.0,835.0,938.0,1058.0,998.0,936.0,8.0,10.0,14.0,11.0,10.0,15.0,1304.0,1599.0,1863.0,139.0,-72.0,105.0,-26.0,3.0,71.0,-111.0,68.0,-169.0,2555.0,198.0,11.3,43.94,Business Segments,Small,467.0,252.0,448.0,0.16015089163237312,0.1099476439790576,0.2087604846225536,0.1596196734113281,12.904040404040405,0.8762002743484225,317.73333333333335,1892.0,1619.0,1323.0,170.0,229.0,0.5160599571734475,0.9206349206349206,1410.0,1225.0,1177.0,1890.0,1783.0,1614.0,0.25,0.14133482893998878,0.27757125154894674,0.19,5.831775700934579,0.863905325443787,0.25396825396825395,0.3129556926528323,0.2707558859975217,11.119047619047619,0.57,0.17,2717.2666666666664,4.89,1.44,0.88,0.93,17.0,9.36,1.4,17.664,15.55504761904762,1.031117397454031,-0.024348422496570644
Cosmo First Limited (NSEI:COSMOFIRST),NSEI:COSMOFIRST,Food Processing,Materials,3086.0,3116.0,2655.0,2467.0,2682.0,2404.0,48.0,51.0,68.0,40.0,55.0,89.0,63,75,89.0,23%,20%,14%,16%,5%,13%,18.0,26.0,26.0,1173.0,1272.0,1321.0,818.0,932.0,1048.0,744.0,880.0,1117.0,1003.0,1427.0,1589.0,270.0,185.0,357.0,446.0,418.0,406.0,1033.0,1080.0,1160.0,481.0,465.0,245.0,-447.0,-325.0,-235.0,-52.0,-153.0,-19.0,1916.0,730.0,18.5,40.98,"Products and Brands Packaging Films : These are used for any flexible packaging application Print & Pouching Films, Barrier Films, Overwrap Films, Lidding Films, etc. [1] Lamination Films : These films find their way into mostly print publishing and graphic art film segments. [2] Label Films : These enable complete information legibility on a constricted surface area available for the brand presentation. [3] Industrial Films : Ready to use industrial film for useful applications, such as adhesive tapes, textile bags, long lasting printing applications etc. [4] Pet Care : In FY22, company forayed into the pet care vertical through its brand Zigly . Its a D2C Omni channel business model to address pets need at every stage of life. [5] Company has a target of opening 100+ experience centers by FY25/26. [6] Company has ~5,900 SKUs and its the first pet care app. Rigid Plastics : Specializes in creating customized packaging solutions for FMCG products. It uses injection molding and thermoforming techniques. Masterbatches : Masterbatch is a concentrated mixture of pigments and additives used for imparting specific desired properties and coloring in plastic. Some are like white masterbatch, anti-stat (with 30% concentration), master batch for blown films etc. Adhesives : Cosmo plans to launch products in niche areas. [7]",Small,340.0,489.0,659.0,0.128060263653484,0.15693196405648266,0.2135450421257291,0.16617908994523192,2.6246575342465754,0.7216572504708098,218.20000000000002,1923.0,1683.0,1749.0,3.0,-202.0,-0.6823529411764706,-1.0777096114519427,1347.0,1298.0,1191.0,2395.0,2230.0,2009.0,0.14,0.21928251121076234,0.3280238924838228,0.13,-2.793939393939394,0.13574660633484162,0.43757828810020877,0.4179372197309417,0.40716774514683923,3.8202247191011236,1.14,0.3,2745.8,6.4,1.15,0.72,1.03,-7.0,10.31,1.4,17.664,14.446049269311064,0.7559794988610479,0.08851224105461393
EPL Limited (BSE:500135),BSE:500135,Packaging & Container,Materials,3444.0,3735.0,3918.0,2864.0,3119.0,3201.0,11.0,41.0,2.0,40.0,67.0,116.0,251,280,333.0,23%,14%,22%,63%,60%,66%,63.0,64.0,64.0,1761.0,1926.0,2028.0,769.0,890.0,912.0,670.0,723.0,767.0,1473.0,1694.0,1912.0,147.0,178.0,72.0,7.0,19.0,8.0,1636.0,1711.0,1780.0,312.0,602.0,586.0,-266.0,-412.0,-361.0,-95.0,-138.0,-263.0,6706.0,210.0,23.2,51.45,"Global Footprints [1] The company is the world's largest global specialty packaging company with annual capacity of  ~8 billion Tubes with manufacturing units operating across USA, Mexico, Colombia, Brazil, Poland, Germany, Egypt, China, Philippines and India.",Mid,833.0,683.0,620.0,0.21260847371107708,0.18286479250334672,0.1800232288037166,0.1918321650060468,31.933333333333334,1.7115875446656457,341.8,1860.0,1908.0,1790.0,-92.0,65.0,-0.5438175270108043,-0.5080527086383602,2092.0,1990.0,1824.0,3004.0,2880.0,2593.0,0.28,0.23715277777777777,0.239105283455457,0.17,1.4758064516129032,1.0139372822299653,0.303595206391478,0.3090277777777778,0.2965676822213652,7.181034482758622,0.66,0.24,7276.2,6.24,2.42,1.71,1.86,7.0,9.61,1.2,16.212,14.207664447403463,1.0387062566277836,0.09213884635017866
Shree Ajit Pulp and Paper Limited (BSE:538795),BSE:538795,Paper/Forest Products,Materials,419.0,382.0,302.0,376.0,343.0,274.0,1.0,10.0,7.0,5.0,6.0,7.0,7,7,9.0,32%,18%,27%,2%,3%,0%,5.0,5.0,8.0,182.0,203.0,220.0,46.0,169.0,226.0,48.0,51.0,63.0,128.0,140.0,294.0,3.0,139.0,44.0,4.0,13.0,0.0,147.0,136.0,179.0,-7.0,21.0,19.0,-15.0,-146.0,-87.0,16.0,110.0,66.0,181.0,204.0,22.7,59.39,"Product Profile: [1] [2] Company does manufacturing of Premium Grade Kraft Paper â Testliner (single wire) & Multilayer Testliner (triple wire) with GSM range of 80 â 300 & BF range of 20 â 35. It manufactures M.G. Kraft paper and Multi-layer Test Liner using Waste Paper. The products Fluting Medium, Test Liner & Semi Kraft Liner are available in Natural Shade, while Test Liner and Semi Kraft Liner is available in Ajit Gold Shade",Micro,35.0,45.0,48.0,0.11589403973509933,0.11780104712041885,0.11455847255369929,0.1160845198030725,0.8872549019607843,0.5993377483443708,30.8,223.0,288.0,154.0,-77.0,131.0,-4.685714285714286,-0.3333333333333333,228.0,208.0,187.0,454.0,377.0,233.0,0.08,0.11936339522546419,0.20600858369098712,0.08,-1.0389610389610389,-0.2569444444444444,0.4977973568281938,0.4482758620689655,0.19742489270386265,5.0,1.4,0.44,376.2,8.55,0.83,0.6,1.25,-15.0,9.709999999999999,1.6,21.116,15.438123348017621,0.5841392649903289,0.28807947019867547
The Western India Plywoods Limited (NSEI:WIPL),NSEI:WIPL,Paper/Forest Products,Materials,100.0,109.0,110.0,95.0,100.0,102.0,0.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,73%,31%,31%,142%,0%,0%,8.0,8.0,8.0,30.0,33.0,35.0,18.0,17.0,19.0,10.0,11.0,13.0,20.0,20.0,23.0,1.0,3.0,4.0,1.0,1.0,1.0,45.0,46.0,48.0,2.0,15.0,3.0,-1.0,-3.0,-5.0,-1.0,-2.0,0.0,173.0,203.0,58.0,40.79,"Business Overview [1] [2] WIPL manufactures Saw Timber and Plywood related panel products viz. Block boards, Flush door, Shuttering and Marine Plywood, Aircraft Plywood, Densified Wood, etc. It has an integrated wood complex, and their integrated nature of operations enables them to use the same raw material, viz. firewood, timber logs and veneer to manufacture different end products based on market and customer requirement",Micro,9.0,10.0,6.0,0.08181818181818182,0.09174311926605505,0.06,0.07785376702807896,0.8522167487684729,1.5727272727272728,9.266666666666667,53.0,50.0,47.0,1.0,2.0,-0.4444444444444444,-0.1,43.0,41.0,38.0,62.0,58.0,56.0,0.15,0.1724137931034483,0.10714285714285714,0.13,0.25,4.5,0.3064516129032258,0.29310344827586204,0.32142857142857145,9.0,0.65,0.25,182.73333333333332,18.27,2.95,1.57,1.66,5.0,9.53,1.6,21.116,17.565451612903228,1.4473684210526316,0.045454545454545456
Godawari Power & Ispat Limited (NSEI:GPIL),NSEI:GPIL,Steel,Materials,5572.0,5838.0,5574.0,3529.0,4612.0,4117.0,175.0,93.0,129.0,20.0,20.0,60.0,105,124,141.0,24%,27%,26%,12%,7%,7%,66.0,65.0,62.0,3246.0,3841.0,4434.0,428.0,317.0,52.0,1149.0,937.0,998.0,1530.0,2065.0,2362.0,643.0,443.0,433.0,239.0,242.0,222.0,2478.0,2410.0,2528.0,1330.0,962.0,1044.0,-1095.0,-220.0,-754.0,-233.0,-246.0,-679.0,11232.0,168.0,12.7,63.51,Captive Iron Ore Mines: [1] Co has 2 captive mines- Ari Dongri Mine(2.35 mn MTPA) & Boria Tibu Mine (0.7mn MTPA) with 165MnT Reserves and 35+ years of mine life. [2] GPIL sources 85% of its iron ore needs captively from its mines for the production of steel. Captive mining leads to huge raw material costs saving. [3] Subsidiary-ASL has to rely on merchant mines for its RM needs.,Mid,1517.0,1246.0,2063.0,0.27215644061715105,0.21342925659472423,0.3702440775305097,0.285276591580795,66.85714285714286,2.015069967707212,494.40000000000003,3183.0,3095.0,3360.0,27.0,-53.0,-0.4792353328938695,-0.21910112359550563,4496.0,3906.0,3312.0,4548.0,4223.0,3740.0,0.33,0.2950509116741653,0.5516042780748663,0.21,-0.8123076923076923,0.5507246376811594,0.011433597185576077,0.07506511958323467,0.1144385026737968,25.283333333333335,0.05,0.01,10789.6,6.51,2.37,2.02,1.94,0.0,9.21,1.2,16.212,16.131941952506597,1.0052299368800721,0.13527090060997488
Jai Balaji Industries Limited (NSEI:JAIBALAJI),NSEI:JAIBALAJI,Steel,Materials,4721.0,6087.0,6607.0,4484.0,5795.0,5485.0,29.0,-38.0,193.0,99.0,89.0,73.0,91,98,86.0,0%,45%,9%,0%,0%,0%,110.0,145.0,164.0,-1773.0,411.0,1340.0,3169.0,860.0,473.0,1463.0,1543.0,1378.0,1165.0,1132.0,1382.0,52.0,69.0,116.0,1.0,1.0,1.0,1751.0,1758.0,1856.0,463.0,321.0,839.0,-124.0,-119.0,-398.0,-351.0,-192.0,-416.0,11851.0,130.0,13.6,64.84,"Product Portfolio The company has a portfolio of value-added products including DRI (sponge iron), pig iron, ferro alloys, alloy and mild steel billets, reinforcement steel TMT bars, wire rods, ductile iron pipes, and alloy and mild steel heavy rounds. [1]",Mid,1195.0,381.0,336.0,0.1808687755410928,0.0625924100542139,0.07117136199957635,0.10487751586496101,91.16153846153846,1.7937036476464356,357.6666666666667,1973.0,1828.0,1804.0,310.0,-56.0,-0.07364016736401674,-0.45931758530183725,1504.0,556.0,-1663.0,1977.0,1416.0,1506.0,0.6,0.2690677966101695,0.22310756972111553,0.52,0.9269162210338681,-15.177777777777777,0.23925139099645928,0.6073446327683616,2.104249667994688,16.36986301369863,1.09,0.14,11966.333333333334,9.34,6.05,1.79,1.81,18.0,9.21,1.2,16.212,14.536761760242793,1.9692995529061104,0.06023914030573634
Jindal Stainless Limited (NSEI:JSL),NSEI:JSL,Steel,Materials,32904.0,35933.0,38883.0,27642.0,32111.0,33858.0,171.0,236.0,321.0,344.0,325.0,554.0,759,724,879.0,25%,25%,25%,0%,10%,9%,105.0,165.0,165.0,9718.0,11766.0,14193.0,4007.0,3958.0,6052.0,8746.0,11226.0,10355.0,8646.0,9961.0,13254.0,525.0,773.0,1112.0,626.0,970.0,1246.0,12779.0,15411.0,15152.0,1038.0,3096.0,4818.0,-985.0,-2480.0,-3229.0,101.0,-386.0,-829.0,50658.0,615.0,20.7,60.7,"Products and Applications The Co is the largest manufacturer of stainless steel in 200, 300, 400 and duplex stainless steel series. The product range includes Ferro Alloys, Steel Slabs, Hot Rolled Coils, Cold Rolled Coils, Steel Plates etc. [1] Applications: Architecture,Building & Construction - Roofing, Cladding, Paneling Automobile and Transport - Exhaust, Brakes, Fuel Tanks Railway - Coaches, Wagons, Metro Consumer Durables - Kitchen applications, bathroom accessories Process industry - Boilers, Water tanks, Pumps for the food and chemical industry [2] [3]",Large,5579.0,4147.0,5606.0,0.143481727232981,0.11540923385189102,0.17037442256260638,0.14308846121582613,82.37073170731708,1.3028315716379908,2889.466666666667,17510.0,17154.0,13930.0,1227.0,744.0,-0.3588456712672522,-0.41861586689172897,14358.0,11931.0,9823.0,20410.0,15889.0,13830.0,0.27,0.2609981748379382,0.40535068691250903,0.23,0.6525105065251051,1.4711024769305487,0.2965213130818226,0.24910315312480333,0.28973246565437455,10.070397111913357,0.59,0.2,53820.53333333333,8.33,2.64,1.3,1.38,9.0,9.21,1.0,14.76,13.114306712395885,1.2639123651020674,0.08304400380629066
M M Forgings Limited (BSE:522241),BSE:522241,Steel,Materials,1156.0,1474.0,1585.0,931.0,1189.0,1270.0,16.0,12.0,22.0,28.0,30.0,42.0,68,79,83.0,29%,28%,29%,16%,11%,14%,24.0,24.0,24.0,535.0,649.0,765.0,685.0,756.0,931.0,170.0,232.0,248.0,708.0,804.0,914.0,36.0,63.0,124.0,22.0,22.0,23.0,647.0,772.0,907.0,150.0,160.0,131.0,-126.0,-187.0,-232.0,14.0,16.0,94.0,1970.0,408.0,15.0,56.33,History [1] The Co. was established in 1946 and dealt in the retail business of imported Royal Enfield bikes. In 1974 it diversified to establish its first steel forging plant in Tamil Nadu. In 1990 it wound up its business of dealing in Royal Enfield Bikes & promoter's stake in Enfield India Limited was diluted to focus on the forging vertical.,Small,357.0,315.0,253.0,0.2252365930599369,0.21370420624151967,0.21885813148788927,0.21926631026311527,4.828431372549019,1.2429022082018928,155.0666666666667,1054.0,857.0,705.0,181.0,90.0,-0.14285714285714285,-0.30793650793650795,789.0,673.0,559.0,1720.0,1429.0,1244.0,0.21,0.22043386983904828,0.20337620578778134,0.24,0.38144329896907214,1.718918918918919,0.5412790697674419,0.5290412876137159,0.5506430868167203,8.5,1.74,0.47,2745.9333333333334,6.24,1.6,1.24,1.73,17.0,9.53,1.4,17.664,13.261236046511629,0.8053861788617886,0.14637223974763408
Sarda Energy & Minerals Limited (BSE:504614),BSE:504614,Steel,Materials,3957.0,4261.0,4049.0,2559.0,3152.0,3070.0,43.0,49.0,181.0,147.0,124.0,128.0,143,178,183.0,27%,25%,24%,3%,9%,7%,36.0,35.0,35.0,2968.0,3375.0,3853.0,1581.0,1407.0,1366.0,714.0,664.0,747.0,2853.0,2907.0,2853.0,133.0,132.0,251.0,500.0,422.0,659.0,1812.0,2020.0,2239.0,917.0,701.0,752.0,-466.0,-431.0,-434.0,-331.0,-479.0,-222.0,14976.0,425.0,25.0,73.16,"Product Portfolio The Co. offers a wide range of products that include Wires Rods, HB Wires, Ferro Alloys, Pellets, Sponge Iron, and Billets. [1]",Mid,1107.0,1233.0,1545.0,0.27340083971350954,0.2893686927951185,0.3904473085670963,0.31773894702524147,35.237647058823526,3.6986910348234128,404.73333333333335,3149.0,2574.0,2445.0,492.0,179.0,0.052393857271906055,-0.20437956204379562,3888.0,3410.0,3004.0,5254.0,4817.0,4585.0,0.21,0.2559684450903052,0.33696837513631406,0.17,-0.4851258581235698,1.3103448275862069,0.2599923867529501,0.29209051276728254,0.34482006543075244,8.6484375,0.56,0.23,15937.266666666666,12.35,3.03,3.7,3.94,1.0,9.53,1.2,16.212,14.474730871716787,0.6746084638453849,0.10718695974314646
