Name,Ticker,Sub-Industry,Industry,sales_2022,sales_2023,sales_2024,expenses_2022,expenses_2023,expenses_2024,other_income_2022,other_income_2023,other_income_2024,interest_2022,interest_2023,interest_2024,depreciation_2022,depreciation_2023,depreciation_2024,tax%_2022,tax%_2023,tax%_2024,div_payout%_2022,div_payout%_2023,div_payout%_2024,equity_capital_2022,equity_capital_2023,equity_capital_2024,reserves_2022,reserves_2023,reserves_2024,borrowings_2022,borrowings_2023,borrowings_2024,CL_2022,CL_2023,CL_2024,fixed_assets_2022,fixed_assets_2023,fixed_assets_2024,cwip_2022,cwip_2023,cwip_2024,investments_2022,investments_2023,investments_2024,other_assets_2022,other_assets_2023,other_assets_2024,cfo_2022,cfo_2023,cfo_2024,cfi_2022,cfi_2023,cfi_2024,cff_2022,cff_2023,cff_2024,MCap,Price,P/E,PromoterHold,About,MCap_category,EBIT_2024,EBIT_2023,EBIT_2022,operating_margin_24,operating_margin_23,operating_margin_22,avg_operating_margin,shares_outstanding,P/R,cash,CA_2024,CA_2023,CA_2022,Change_WC_24-23,Change_WC_23-22,Reinv_rate_24,Reinv_rate_23,Equity_2024,Equity_2023,Equity_2022,invested_capital_2024,invested_capital_2023,invested_capital_2022,ROC_2024,ROC_2023,ROC_2022,ROE,sales_to_capital_24-23,sales_to_capital_23-22,debt%_2024,debt%_2023,debt%_2022,avg_interest_coverage_ratio,DE,debt_ratio,EV,EV2EBITDA,EV2invested_capital,price2sales,EV2sales,sales_CAGR,Kd,Beta,Ke,WACC,asset_turnover,capex/revenue
Ion Exchange (India) Limited (BSE:500214),BSE:500214,Environmental & Waste Services,Industrials,1577.0,1990.0,2348.0,1361.0,1731.0,2072.0,42.0,42.0,45.0,13.0,12.0,15.0,28,29,36.0,26%,25%,27%,9%,9%,11%,14.0,14.0,14.0,641.0,819.0,1004.0,55.0,59.0,152.0,914.0,1047.0,1271.0,192.0,215.0,367.0,20.0,42.0,61.0,9.0,10.0,12.0,1404.0,1672.0,2001.0,91.0,63.0,130.0,-93.0,-41.0,-160.0,-27.0,-15.0,8.0,8256.0,563.0,38.2,25.8,"Water Management Company The company has completed over 100,000 installations worldwide. It is a pioneer in water and wastewater treatment and environmental solutions, serving various industries, institutions, homes, and communities. [1] [2] Business Segments 1) Engineering (58% in Q1 FY25 vs 61% in FY20): [3] [4] Provides integrated services and solutions in water & wastewater treatment including Sea Water desalination, Recycle and Zero liquid discharge plants to diverse industries. Revenue grew 13% YoY, and EBIT rose 26% YoY in Q1 FY25 supported by steady medium-sized job orders and international contracts. The company expects faster execution of large EPC jobs in the coming quarters. [5]",Mid,291.0,271.0,229.0,0.12393526405451448,0.13618090452261306,0.14521242866201647,0.13510953241304802,14.66429840142096,3.51618398637138,338.4666666666667,2074.0,1724.0,1433.0,126.0,158.0,-0.11683848797250859,0.4317343173431734,1018.0,833.0,655.0,1170.0,892.0,710.0,0.25,0.3038116591928251,0.32253521126760565,0.18,1.2877697841726619,2.269230769230769,0.12991452991452992,0.06614349775784753,0.07746478873239436,19.4,0.18,0.06,8069.533333333333,24.68,6.9,3.52,3.44,22.0,9.21,1.2,16.212,15.302338461538461,0.9619008603031545,0.06814310051107325
Jain Irrigation Systems Limited (BSE:500219),BSE:500219,Farming/Agriculture,Industrials,7078.0,5690.0,6084.0,6372.0,5126.0,5300.0,611.0,1004.0,-43.0,558.0,469.0,419.0,337,236,243.0,22%,4%,46%,0%,0%,0%,122.0,125.0,137.0,3534.0,5056.0,5304.0,6767.0,3967.0,4049.0,2126.0,1834.0,1675.0,5372.0,4147.0,4242.0,25.0,32.0,26.0,73.0,1143.0,1190.0,7078.0,5659.0,5708.0,476.0,45.0,535.0,-194.0,3138.0,-314.0,-385.0,-3365.0,-251.0,4685.0,68.9,112.0,26.02,"Market Position JISL is the world's second-largest micro-irrigation company and India's largest manufacturer of micro-irrigation systems. It is also the country's largest polyethylene pipe producer, one of the top three PVC pipe producers, and the world's largest tissue culture banana and pomegranate plant producer. Additionally, JISL is the second-largest dehydrated onion producer globally and the largest producer of mango pulp, puree, and concentrate in India. [1]",Small,1203.0,1033.0,1264.0,0.19773175542406313,0.18154657293497364,0.1785815202034473,0.18595328285416135,67.99709724238025,0.7700525969756739,1229.6666666666667,6924.0,6834.0,7176.0,249.0,-50.0,-0.05403158769742311,2.989351403678606,5441.0,5181.0,3656.0,9490.0,9148.0,10423.0,0.13,0.11292085701792741,0.12127026767725223,0.12,1.152046783625731,1.0886274509803922,0.42665964172813486,0.43364669873196326,0.6492372637436439,2.8711217183770885,1.13,0.36,7504.333333333333,5.19,0.79,0.77,1.23,-7.0,11.37,1.4,17.664,14.97860421496312,0.5448683503492746,0.05161078238001315
Repro India Limited (NSEI:REPRO),NSEI:REPRO,Financial Svcs. (Non-bank & Insurance),Industrials,287.0,422.0,479.0,274.0,378.0,428.0,1.0,1.0,2.0,12.0,11.0,10.0,27,25,30.0,-4%,-1%,16%,0%,0%,0%,13.0,13.0,14.0,256.0,284.0,373.0,102.0,96.0,49.0,58.0,70.0,66.0,255.0,250.0,229.0,4.0,11.0,50.0,0.0,1.0,1.0,169.0,201.0,223.0,25.0,23.0,27.0,-7.0,-21.0,-45.0,-18.0,-3.0,22.0,683.0,477.0,245.0,46.78,"Business Overview: [1] [2] RIL provides print solutions to publishers and corporations which includes value engineering, creative designing, pre-press, printing, post-press, knitting and assembly, warehousing, dispatch, database management, sourcing and procurement, localization and web based services. Its business include traditional offset printing (education books), Digital Printing, and PoD business. Company has two wholly owned subsidiaries namely Repro Books Limited (RBL) and Repro DMCC.",Small,61.0,55.0,25.0,0.12734864300626306,0.13033175355450238,0.08710801393728224,0.1149294701660159,1.4318658280922432,1.4258872651356993,39.53333333333333,274.0,213.0,173.0,65.0,28.0,0.32786885245901637,0.12727272727272726,387.0,297.0,269.0,436.0,393.0,371.0,0.14,0.13994910941475827,0.0673854447439353,0.06,1.3255813953488371,6.136363636363637,0.11238532110091744,0.24427480916030533,0.2749326145552561,6.099999999999999,0.29,0.1,692.4666666666667,7.61,1.59,1.43,1.45,29.0,9.61,1.4,17.664,16.75884862385321,0.952286282306163,0.09394572025052192
Informed Technologies India Limited (BSE:504810),BSE:504810,Information Services,Industrials,2.64,2.5,2.4,2.57,3.56,3.4,2.22,0.9,3.99,0.05,0.05,0.06,0.26,0.32,0.37,23.23%,-15.09%,-8.20%,0.00%,0.00%,0.00%,4.17,4.17,4.17,11.96,11.68,15.19,0.2,0.24,0.14,1.24,1.2,1.09,2.83,4.03,3.72,0.0,0.0,0.0,12.97,12.09,15.05,1.77,1.17,1.82,-0.03,-1.08,-1.34,0.32,0.62,1.79,-0.17,-0.03,-0.17,41.1,98.5,10.4,74.99,"History [1] Informed Technologies India Ltd is a part of Khandelwal group of companies, established in 1946 with business interests in a wide variety of manufacturing and service industries. The name of the Company was changed from Khandelwal Ferro Alloys Limited to KFA Corporation Limited and later from KFA Corporation Limited to Informed Technologies India Limited.",Nano,-0.94,-1.01,0.12000000000000029,-0.39166666666666666,-0.404,0.04545454545454556,-0.25007070707070705,0.417258883248731,17.125,0.31733333333333336,16.87,13.26,14.74,3.7200000000000006,-1.4399999999999995,-5.8617021276595755,0.8118811881188114,19.36,15.85,16.130000000000003,19.5,16.09,16.330000000000002,-0.05,-0.06277190801740211,0.007348438456827941,-0.05,-0.029325513196480964,0.583333333333329,0.00717948717948718,0.014916096954630205,0.01224739742804654,-15.666666666666666,0.01,0.01,40.92266666666667,-71.79,2.1,17.12,17.05,-5.0,27.76,1.8,22.567999999999998,22.605275897435895,0.11656143759106362,-0.7458333333333333
Kirloskar Brothers Limited (BSE:500241),BSE:500241,Machinery,Industrials,3058.0,3730.0,4001.0,2852.0,3330.0,3481.0,32.0,22.0,65.0,33.0,35.0,26.0,70,69,78.0,40%,29%,29%,25%,15%,14%,16.0,16.0,16.0,1162.0,1388.0,1703.0,396.0,286.0,192.0,1289.0,1326.0,1413.0,532.0,532.0,634.0,27.0,82.0,32.0,333.0,317.0,410.0,1970.0,2085.0,2249.0,114.0,329.0,376.0,-183.0,-73.0,-184.0,30.0,-169.0,-147.0,13982.0,1761.0,35.5,65.95,"Product Offerings [1] The company has 250+ product categories with 100,000+ SKUs catering to 12+ industries and 2500+ customers.",Mid,546.0,435.0,239.0,0.13646588352911773,0.11662198391420911,0.07815565729234794,0.11041450824522492,7.939806927881885,3.4946263434141467,420.2666666666667,2691.0,2484.0,2330.0,120.0,117.0,-0.11721611721611722,0.10114942528735632,1719.0,1404.0,1178.0,1911.0,1690.0,1574.0,0.29,0.257396449704142,0.15184243964421856,0.19,1.2262443438914028,5.793103448275862,0.10047095761381476,0.16923076923076924,0.25158831003811943,21.0,0.21,0.06,13753.733333333334,22.04,7.2,3.49,3.44,14.0,9.21,1.2,16.212,15.50850235478807,1.2033082706766918,0.04598850287428143
KSB Limited (BSE:500249),BSE:500249,Machinery,Industrials,1497.0,1822.0,2247.0,1287.0,1575.0,1954.0,40.0,50.0,42.0,5.0,6.0,5.0,44,45,50.0,26%,25%,26%,29%,29%,29%,35.0,35.0,35.0,976.0,1108.0,1267.0,3.0,3.0,3.0,596.0,679.0,761.0,311.0,350.0,419.0,39.0,25.0,32.0,70.0,74.0,80.0,1190.0,1375.0,1535.0,62.0,38.0,142.0,2.0,-12.0,5.0,-95.0,-51.0,-59.0,11283.0,648.0,49.2,69.8,"Business Profile [1] KSB Limited is a prominent player in the pump and valve industry , serving diverse sectors such as energy , water , wastewater , construction , and general industries . Founded in 1960 and headquartered in Pune, Maharashtra , the company has established itself as a key player with a robust presence in domestic and international markets .",Mid,298.0,253.0,215.0,0.1326212728081887,0.13885839736553238,0.14362057448229792,0.138366748218673,17.412037037037038,5.021361815754339,273.33333333333337,1647.0,1474.0,1299.0,91.0,92.0,0.3221476510067114,0.31620553359683795,1302.0,1143.0,1011.0,1305.0,1146.0,1014.0,0.23,0.22076788830715532,0.21203155818540434,0.13,2.6729559748427674,2.462121212121212,0.0022988505747126436,0.002617801047120419,0.0029585798816568047,59.6,0.0,0.0,11012.666666666666,31.65,8.44,5.02,4.9,23.0,9.21,1.2,16.212,16.19590344827586,1.0876089060987415,-0.0022251891410769915
OK Play India Limited (BSE:526415),BSE:526415,Machinery,Industrials,98.0,175.0,181.0,84.0,142.0,147.0,1.0,0.0,-2.0,13.0,17.0,15.0,13,12,13.0,-27%,168%,76%,0%,0%,0%,19.0,19.0,29.0,20.0,17.0,97.0,139.0,143.0,111.0,59.0,60.0,51.0,123.0,119.0,136.0,1.0,1.0,1.0,0.0,0.0,0.0,114.0,120.0,151.0,7.0,20.0,11.0,-12.0,-8.0,-32.0,5.0,-13.0,22.0,460.0,15.2,1584.0,50.35,"Business Divsion [1] Toys Division The company offers 75+ SKUs in the Toys segment, serving retail and institutional clients, with partnerships involving global brands like Hamleys, Amazon, and MGAE. OK Play is an acquired brand of OK Play UK, London. The company sells products under its brand name â OK Play . [2]",Micro,49.0,50.0,27.0,0.27071823204419887,0.2857142857142857,0.2755102040816326,0.2773142406133724,30.263157894736842,2.541436464088398,25.66666666666667,152.0,121.0,115.0,40.0,5.0,0.16326530612244897,-0.06,126.0,36.0,39.0,237.0,179.0,178.0,0.21,0.27932960893854747,0.15168539325842698,0.2,0.10344827586206896,77.0,0.46835443037974683,0.7988826815642458,0.7808988764044944,3.266666666666667,2.87,0.39,545.3333333333334,8.8,2.3,2.54,3.01,36.0,10.59,1.6,21.116,16.186101265822785,0.6284722222222222,0.17679558011049723
TRF Limited (BSE:505854),BSE:505854,Machinery,Industrials,127.0,177.0,140.0,131.0,119.0,104.0,14.0,50.0,17.0,31.0,25.0,14.0,2,2,2.0,0%,-8%,6%,0%,0%,0%,11.0,11.0,11.0,-531.0,-412.0,-395.0,523.0,507.0,542.0,365.0,207.0,151.0,18.0,17.0,19.0,0.0,0.0,0.0,1.0,62.0,66.0,349.0,235.0,225.0,-38.0,83.0,34.0,6.0,-50.0,15.0,9.0,-30.0,0.0,432.0,393.0,16.6,34.12,"Business Overview: [1] [2] TRFL is promoted by TATA group, with TATA Steel Limited holding 34.11% stake . It has executed various electromechanical jobs for bulk material handling equipment. Company has manufacturing facility along with design and engineering team in Jamshedpur to work in areas of: a) Electromechanical jobs b) Industrial structure and fabrication c) Life Cycle Services and allied services",Micro,50.0,83.0,27.0,0.35714285714285715,0.4689265536723164,0.2125984251968504,0.346222612004008,1.099236641221374,3.085714285714286,53.93333333333334,291.0,297.0,350.0,50.0,105.0,1.3,0.6626506024096386,-384.0,-401.0,-520.0,158.0,106.0,3.0,0.32,0.7830188679245284,9.0,-0.09,-0.7115384615384616,0.4854368932038835,3.430379746835443,4.783018867924528,174.33333333333334,3.5714285714285716,-2.04,1.75,920.0666666666666,17.69,5.82,3.09,6.57,5.0,10.31,1.6,21.116,-15.952683544303795,0.45161290322580644,-0.10714285714285714
Adani Ports and Special Economic Zone Limited (NSEI:ADANIPORTS),NSEI:ADANIPORTS,Shipbuilding & Marine,Industrials,17119.0,20852.0,26711.0,7591.0,9905.0,11121.0,1832.0,327.0,671.0,2544.0,2363.0,2733.0,"3,099","3,425",3888.0,13%,2%,16%,22%,20%,16%,422.0,432.0,432.0,41399.0,44957.0,52346.0,47935.0,53434.0,49470.0,8572.0,13740.0,14751.0,62553.0,72224.0,75148.0,4023.0,6637.0,10936.0,3161.0,7432.0,4289.0,28591.0,26271.0,26627.0,10420.0,11900.0,15018.0,-5493.0,-16716.0,-6768.0,-586.0,-2734.0,-7800.0,232928.0,1078.0,22.7,65.89,"Business Verticals The Co.âs business verticals include a comprehensive network of ports & terminals (82% of total revenue), Logistics (8%), SEZ & Ports (6%) and Operations and Maintenance (4%). [1] The integrated service offered by the company has enabled it to forge an alliance with leading business and has evolved to be the market leader of the Indian port Industry. [2]",Large,18323.0,13310.0,12072.0,0.6859720714312455,0.6383080759639363,0.7051813774169052,0.6764871749373623,216.07421150278293,8.720302497098574,5432.6,41852.0,40340.0,35775.0,501.0,-603.0,-0.3420291436991759,-1.3012021036814425,52778.0,45389.0,41821.0,102248.0,98823.0,89756.0,0.18,0.13468524533762383,0.13449797228040467,0.19,1.7106569343065694,0.41171280467629867,0.4838236444722635,0.5407040871052285,0.5340590044119613,6.70435418953531,1.53,0.42,276965.4,12.47,2.71,8.72,10.37,25.0,9.36,1.0,14.76,12.147352319849777,0.2282991452991453,0.25337875781513236
Oricon Enterprises Limited (BSE:513121),BSE:513121,Shipbuilding & Marine,Industrials,504.0,146.0,146.0,478.0,179.0,178.0,142.0,56.0,69.0,13.0,7.0,10.0,32,8,8.0,7%,-93%,-56%,12%,53%,26%,31.0,31.0,31.0,1120.0,1002.0,1144.0,167.0,89.0,113.0,215.0,113.0,148.0,541.0,551.0,338.0,20.0,23.0,16.0,505.0,232.0,395.0,469.0,429.0,687.0,34.0,25.0,58.0,118.0,74.0,-69.0,-176.0,-91.0,1.0,607.0,38.6,,66.02,"Business Overview: [1] [2] OEL is the flagship company of Parijat Enterprises. It is currently in Real Estate, Marine Logistics, Packaging and Petrochemicals. It is in the business of manufacturing, trading and sale of Plastic Closures and Preforms. It has 100% ownership in United Shippers Limited.",Small,-22.0,-26.0,39.0,-0.1506849315068493,-0.1780821917808219,0.07738095238095238,-0.0837953903022396,15.725388601036268,4.157534246575342,105.66666666666669,1098.0,684.0,994.0,379.0,-208.0,-14.090909090909092,5.153846153846154,1175.0,1033.0,1151.0,1288.0,1122.0,1318.0,-0.02,-0.023172905525846704,0.02959028831562974,-0.02,0.0,1.8265306122448979,0.08773291925465838,0.07932263814616755,0.1267071320182094,-2.2,0.14,0.08,614.3333333333333,-43.88,0.48,4.16,4.21,-46.0,27.76,1.4,17.664,18.54975155279503,0.10167130919220056,0.4726027397260274
Blue Dart Express Limited (BSE:526612),BSE:526612,Transportation,Industrials,4410.0,5172.0,5268.0,3410.0,4235.0,4415.0,-5.0,32.0,51.0,87.0,67.0,78.0,395,394,433.0,25%,27%,23%,37%,19%,20%,24.0,24.0,24.0,848.0,1156.0,1344.0,1066.0,1120.0,1073.0,891.0,923.0,1021.0,1437.0,1437.0,1823.0,69.0,439.0,74.0,207.0,171.0,307.0,1115.0,1176.0,1257.0,860.0,717.0,847.0,11.0,-514.0,-375.0,-772.0,-291.0,-401.0,15137.0,6379.0,53.5,75.0,"History In FY2005, DHL Express Singapore Pte Ltd. (a 100% subsidiary of Deutsche Post AG, or DP DHL) acquired an 81% stake in BDEL from its erstwhile promoters - Mr. Clyde Cooper, Mr. Tushar Jani, and Mr. Khushroo Dubash, and other shareholders. In November 2012, to meet the SEBIâs requirements for promoter holding in public listed companies, DP DHL reduced its shareholding to 75% through an offer for sale (OFS). [1]",Mid,931.0,1004.0,1087.0,0.17672741078208049,0.19412219644238204,0.24648526077097505,0.20577828933181253,2.3729424674713906,2.87338648443432,236.53333333333336,1638.0,1786.0,1391.0,-246.0,363.0,-0.6670247046186896,-0.150398406374502,1368.0,1180.0,872.0,2441.0,2300.0,1938.0,0.38,0.4365217391304348,0.5608875128998968,0.25,0.6808510638297872,2.1049723756906076,0.4395739451044654,0.48695652173913045,0.5500515995872033,11.935897435897436,1.26,0.31,15973.466666666667,11.71,6.54,2.87,3.03,9.0,9.36,1.2,16.212,13.200039328144204,1.5221034383126264,0.07118451025056947
Transport Corporation of India Limited (NSEI:TCI),NSEI:TCI,Transportation,Industrials,3259.0,3783.0,4024.0,2847.0,3357.0,3613.0,44.0,70.0,119.0,13.0,10.0,13.0,113,121,128.0,11%,12%,9%,11%,17%,16%,15.0,16.0,16.0,1415.0,1686.0,1988.0,96.0,92.0,194.0,301.0,307.0,304.0,801.0,791.0,862.0,7.0,26.0,109.0,193.0,286.0,543.0,826.0,998.0,988.0,368.0,361.0,299.0,-76.0,-193.0,-404.0,-258.0,-66.0,18.0,7929.0,1018.0,19.7,68.73,"Multimodal Logistics provider TCI has emerged as the pioneer in providing integrated multimodal logistics and supply chain solutions. It provides an array of end-to-end logistics and supply chain solutions in India and SAARC countries through multiple modes, including road, rail, and sea. [1]",Mid,424.0,436.0,425.0,0.10536779324055666,0.11525244514935237,0.13040810064436945,0.11700944634475947,7.788801571709234,1.970427435387674,187.4666666666667,1640.0,1310.0,1026.0,333.0,278.0,-0.16745283018867924,0.19495412844036697,2004.0,1702.0,1430.0,2198.0,1794.0,1526.0,0.19,0.24303232998885171,0.27850589777195284,0.1,0.5965346534653465,1.955223880597015,0.08826205641492266,0.05128205128205128,0.06290956749672345,32.61538461538461,0.12,0.08,7935.533333333333,14.38,3.61,1.97,1.97,11.0,9.21,1.2,16.212,15.59398908098271,1.6083133493205435,0.10039761431411531
Container Corporation of India Limited (NSEI:CONCOR),NSEI:CONCOR,Transportation (Railroads),Industrials,7653.0,8169.0,8653.0,5903.0,6301.0,6695.0,270.0,333.0,400.0,63.0,65.0,72.0,561,573,619.0,25%,25%,24%,52%,57%,56%,305.0,305.0,305.0,10449.0,10922.0,11519.0,735.0,778.0,939.0,1513.0,1461.0,1276.0,5723.0,5621.0,6015.0,755.0,837.0,893.0,1207.0,1214.0,1107.0,5317.0,5794.0,6024.0,1370.0,1406.0,1388.0,-1068.0,-593.0,-699.0,-595.0,-854.0,-840.0,44966.0,738.0,34.7,54.8,"Services Carrier : Rail is the mainstay of the Coâs transportation plans & strategy with the majority of the Coâs terminals being rail-linked. Some of the Coâs terminals are exclusively road-fed as well. Terminal Operator : The Coâs terminals provide a spectrum of facilities in terms of warehousing, container parking, repair facilities, and even office complexes. Container Freight Station (CFS) Operator : As a CFS operator, the Co. adds value to the logistics chain by offering services such as Transit warehousing for import and export cargo, Bonded warehousing, enabling importers to store cargo and make partial deliveries, thereby deferring duty payment, Less than Container Load (LCL) consolidation, and reworking of LCL cargo at nominated hubs, and Air cargo clearance using bonded trucking. [1]",Large,2030.0,1933.0,1813.0,0.23460071651450365,0.23662627004529319,0.23690056187116162,0.23604251614365282,60.929539295392956,5.196579221079395,1142.3333333333335,8024.0,7845.0,7279.0,364.0,618.0,-0.16502463054187191,0.012933264355923435,11824.0,11227.0,10754.0,12763.0,12005.0,11489.0,0.16,0.16101624323198668,0.15780311602402297,0.08,0.6385224274406333,1.0,0.0735720441902374,0.06480633069554352,0.06397423622595526,28.194444444444443,0.11,0.07,44762.666666666664,16.9,3.51,5.2,5.17,6.0,9.21,1.0,14.76,14.351675154744182,0.6163544411995157,0.08078123194267883
California Software Company Limited (NSEI:CALSOFT),NSEI:CALSOFT,Computer Services,Information Technology,10.86,2.76,4.28,3.43,1.56,2.71,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.9,0.72,27.85%,26.67%,27.06%,0.00%,0.00%,0.00%,15.46,15.46,15.46,-0.98,-4.3,-3.67,4.9,6.79,8.73,6.82,7.12,1.38,4.42,3.53,2.81,0.0,0.0,0.0,3.11,0.0,0.0,18.67,21.54,19.09,-3.14,-1.46,-1.96,-0.04,0.0,0.0,3.2,1.47,1.95,78.0,12.6,126.0,35.73,"Business Overview: [1] a) Digital Business: Help clients apply digital technology to transform their products and customer experiences. b) Digital Operations: Help clients infuse their business processes with agility, intelligence, and automation. c) Digital Systems and Technology: Help clients build adaptive, cloud-enabled and secure technology platform needed to run a modern digital enterprise",Micro,1.5700000000000003,1.1999999999999997,7.43,0.3668224299065421,0.4347826086956521,0.6841620626151013,0.49525570040576516,6.190476190476191,18.22429906542056,3.953333333333333,19.09,21.54,21.78,3.2900000000000027,-0.5400000000000027,2.095541401273887,-0.45000000000000234,11.790000000000001,11.16,14.48,20.520000000000003,17.95,19.380000000000003,0.08,0.06685236768802227,0.38338493292053655,0.05,0.5914396887159526,5.664335664335651,0.425438596491228,0.3782729805013928,0.2528379772961816,inf,1.04,0.4,82.77666666666667,36.15,4.03,18.22,19.34,-37.0,9.21,1.6,21.116,16.050728070175442,0.1954337899543379,-0.0
Ceinsys Tech Limited (BSE:538734),BSE:538734,Computer Services,Information Technology,203.0,220.0,253.0,179.0,186.0,207.0,4.0,10.0,15.0,11.0,10.0,6.0,3,4,5.0,29%,-7%,30%,38%,10%,12%,15.0,15.0,16.0,147.0,183.0,218.0,63.0,57.0,9.0,73.0,58.0,83.0,45.0,40.0,44.0,0.0,0.0,0.0,19.0,26.0,44.0,235.0,246.0,239.0,26.0,47.0,49.0,8.0,-9.0,-5.0,-21.0,-20.0,-65.0,2572.0,1475.0,56.5,51.86,"Business Overview: [1] [2] CTL, part of the Meghe Group, is an ISO 9001, ISO 14001-2015, ISO 20222, and CMMI DEV Level 5 certified organization. It specializes in designing, capturing, storing, mapping, analyzing, and managing all types of geographical data. Additionally, CTL operates in niche domains like energy systems and solutions (SCADA-DMS implementation, IT rollout, automated metering infrastructure), water management services, product design, and robotics automation.",Small,52.0,44.0,35.0,0.20553359683794467,0.2,0.1724137931034483,0.19264912998046432,1.743728813559322,10.16600790513834,48.0,283.0,272.0,254.0,-14.0,33.0,-0.36538461538461536,0.5454545454545454,234.0,198.0,162.0,243.0,255.0,225.0,0.21,0.17254901960784313,0.15555555555555556,0.14,-2.75,0.5666666666666667,0.037037037037037035,0.2235294117647059,0.28,8.666666666666666,0.18,0.03,2533.0,44.44,10.42,10.17,10.01,12.0,9.53,1.4,17.664,17.362740740740744,0.7737003058103975,0.019762845849802372
Cyient Limited (BSE:532175),BSE:532175,Computer Services,Information Technology,4534.0,6016.0,7147.0,3717.0,5013.0,5844.0,112.0,35.0,-2.0,39.0,100.0,116.0,192,257,267.0,25%,24%,23%,51%,56%,49%,55.0,55.0,56.0,3061.0,3411.0,4203.0,573.0,1218.0,788.0,1072.0,1815.0,1883.0,1345.0,2825.0,2826.0,13.0,44.0,57.0,445.0,518.0,436.0,2959.0,3113.0,3609.0,634.0,554.0,726.0,-377.0,-1006.0,-537.0,-544.0,-109.0,-266.0,14679.0,1322.0,23.1,23.14,"World's Leading Outsourcing company ** Cyient is one among the world's top 30 outsourcing companies** [1] and operates through eight strategic business units: Aerospace & Defense; Transportation; Industrial, energy and natural resources; Semiconductor, Internet of things and Analytics; Medical and Healthcare; Utilities & Geospatial; Communications and Design-led-manufacturing (Cyient DLM). [2] Cyient DLMâs IPO was completed in July-2023 with proceeds of ~700 crore. [3] Cyient has its headquarters and development facilities in India and serves a global customer base through its subsidiaries and joint ventures in the USA, UK, Germany, Japan, Australia, Singapore, and India. [4]",Mid,1419.0,1103.0,856.0,0.19854484399048553,0.18334441489361702,0.18879576532862816,0.19022834140424358,11.103630862329803,2.0538687561214495,645.4000000000001,4102.0,3675.0,3417.0,359.0,-485.0,-0.12544045102184637,-1.3517679057116954,4259.0,3466.0,3116.0,5047.0,4684.0,3689.0,0.28,0.23548249359521775,0.23204120357820548,0.19,3.115702479338843,1.4894472361809046,0.15613235585496335,0.2600341588385995,0.15532664678774735,12.232758620689657,0.36,0.11,14821.6,8.79,2.94,2.05,2.07,26.0,9.36,1.2,16.212,15.14218109768179,1.0316108545034641,0.07513642087589198
FCS Software Solutions Limited (NSEI:FCSSOFT),NSEI:FCSSOFT,Computer Services,Information Technology,34.62,34.91,36.7,28.88,29.33,29.31,0.8,2.54,-9.52,2.29,1.74,6.35,3.86,4.2,3.61,115.38%,33.49%,-0.33%,0.00%,0.00%,0.00%,170.96,170.96,170.96,176.93,187.87,257.6,21.81,18.61,0.0,9.18,11.94,27.71,200.56,196.56,226.55,2.16,0.0,0.0,143.92,155.61,66.5,32.24,37.21,163.22,4.38,2.27,15.06,0.69,2.06,9.11,-5.08,-4.94,-24.96,511.0,2.99,59.8,19.65,"Business Overview: [1] FCS SSL is an IT company offering a variety of IT and IT-enabled services such as software development, marketing, and support mainly for corporate entities in BPO, software development, e-learning, and related IT-enabled services. Additionally, it engages in leasing or letting out various types of immovable property, including IT infrastructure premises, to individuals or entities.",Small,13.740000000000004,7.3199999999999985,8.029999999999998,0.3743869209809265,0.20968203953022055,0.23194685153090694,0.27200527068068464,170.90301003344482,13.923705722070846,15.511333333333335,229.72,192.82000000000002,178.32,21.129999999999967,11.740000000000038,2.200873362445412,1.88524590163935,428.56000000000006,358.83000000000004,347.89,428.56000000000006,377.44000000000005,369.7,0.03,0.019393810936837636,0.02172031376791993,0.02,0.03501564945226929,0.037467700258397504,0.0,0.04930584993641372,0.058993778739518526,2.163779527559056,0.03,0.0,495.4886666666667,28.56,1.16,13.92,13.5,3.0,11.76,1.4,19.664,19.664,0.08043483025401627,-0.24822888283378744
HCL Infosystems Limited (BSE:500179),BSE:500179,Computer Services,Information Technology,69.0,31.0,32.0,170.0,103.0,88.0,143.0,37.0,42.0,16.0,4.0,2.0,1,1,1.0,5%,0%,0%,0%,0%,0%,66.0,66.0,66.0,-281.0,-319.0,-335.0,414.0,355.0,355.0,292.0,404.0,370.0,4.0,3.0,3.0,0.0,0.0,0.0,97.0,44.0,26.0,390.0,459.0,427.0,101.0,74.0,-36.0,21.0,-14.0,31.0,-139.0,-62.0,0.0,465.0,14.1,,62.89,Business Segments : [1] a) Distribution b) Hardware products and solutions c) Services d) Learning,Micro,-54.0,-68.0,-85.0,-1.6875,-2.193548387096774,-1.2318840579710144,-1.7043108150225963,32.97872340425532,14.53125,85.06666666666666,453.0,503.0,487.0,-16.0,-96.0,-0.2777777777777778,1.6176470588235294,-269.0,-253.0,-215.0,86.0,102.0,199.0,-0.63,-0.6666666666666666,-0.4271356783919598,0.14,-0.0625,0.3917525773195876,4.127906976744186,3.480392156862745,2.080402010050251,-27.0,-2.02,0.78,734.9333333333334,-13.87,8.55,14.53,22.97,-32.0,27.76,1.6,21.116,48.541813953488386,0.07017543859649122,-0.96875
