id,count,stock,url,date,author,snippet,,,
51,13,Hindustan Unilever Limited (BSE:500696),https://twitter.com/sherl0ckai/status/1915615608923627575,45772.1635,sherl0ckai,"Hindustan Unilever Limited Earnings Call Announcement 📈 (@HUL_News)

https://t.co/DJUJkEUSkL",,,
52,14,Hindustan Unilever Limited (BSE:500696),https://twitter.com/scanx_trade/status/1915574075633668582,45772.04888,scanx_trade,"Hindustan Unilever Ltd (HINDUNILVR)
on NSE: 2325.30 (-4.06%)

Hindustan Unilever Reports Mixed Q4 Results: Volume Growth Offset by Margin Pressure

View: Neutral

Hindustan Unilever Limited (HUL) reported Q4 FY2025 sales growth of 2% to ₹15,000.00 crores with 2% volume growth.… https://t.co/OtLgRnnlEV",,,
53,15,Hindustan Unilever Limited (BSE:500696),https://twitter.com/prabhaanugya/status/1915452867147689987,45771.71441,prabhaanugya,"जैसे Hindustan Unilever limited हिन्दुस्तानी नहीं है ठीक वैसे ही राष्ट्रीय स्वयं सेवक संघ ,विश्व हिंदू परिषद और बजरंग दल जैसे संस्थाएं न तो राष्ट्र के प्रति समर्पित हैं ,न हिंदुत्ववादी है और न ही भगवान के प्रति आशक्त। इनका झुकाव उन बाहरी शक्तियों के प्रति है जिनका जन धन से कोई…",,,
54,16,Hindustan Unilever Limited (BSE:500696),https://twitter.com/FinQ_India/status/1915381553796178359,45771.51763,FinQ_India,"Hindustan Unilever Limited reported a turnover of Rs. 60,680 crores for FY2025 (vs Rs. 59,579 crores in FY2024) and a profit after tax of Rs. 10,644 crores (vs Rs. 10,114 crores). A final dividend of Rs. 24 per share was recommended, totaling Rs. 53 per share with interim and…",,,
55,17,Hindustan Unilever Limited (BSE:500696),https://twitter.com/FinQ_India/status/1915381343527330189,45771.51705,FinQ_India,"Hindustan Unilever Limited (HUL) reported FY25 turnover of ₹60,680 crore (2% USG), with a 5% PAT growth. MQ25 saw 3% USG and 2% UVG, and 4% PAT growth. EBITDA margins decreased slightly. Key strategic moves included the Minimalist acquisition, Pureit divestment, ice cream…",,,
56,18,Hindustan Unilever Limited (BSE:500696),https://twitter.com/InvGurInd/status/1915348568858149350,45771.4266,InvGurInd,"Hindustan Unilever Limited's Q4 net profit drops 17.4 pc QoQ to Rs 2,464 crore

https://t.co/VHNd9d3BIX

#StockMarket #QuarterlyResult @HUL_News #EBITDA  #RohitJawa  #Investmentguruindia https://t.co/accPtNYqIS",,,
57,19,Hindustan Unilever Limited (BSE:500696),https://twitter.com/equitybulls/status/1915331814446776576,45771.38037,equitybulls,"Hindustan Unilever Limited recommends final dividend of Rs. 24

https://t.co/5UiwpDW8SD",,,
58,20,Hindustan Unilever Limited (BSE:500696),https://twitter.com/The_Tradesman1/status/1915316756396245464,45771.33882,The_Tradesman1,"1️⃣:3️⃣7️⃣ 𝑷𝑴: 🇮🇳

💭 AI Predicted Breakout Stocks - NSE/BSE.

⏭️🔄: In 3️⃣ mins.

STOCK NEWS:

HINDUNILVR -
Earnings Release Today:-
Hindustan Unilever Limited's Q4 net profit drops 17.4 pc QoQ to Rs 2,464 crore
Hindustan Unilever Stock Falls 4% After Firm Post Slightly Lower… https://t.co/9ReMs2CLJ9",,,
59,1,HCL Technologies Limited (NSEI:HCLTECH),https://twitter.com/cqnow_/status/1922913248652951752,45792.30115,cqnow_,"🟩 HCL Technologies Limited: 

HCL Technologies Limited announces a collaboration with Microsoft to accelerate RISE with SAP S/4HANA migrations using an AI-powered approach. This partnership aims to reduce transformation complexity and total cost of...
https://t.co/cNP3SkHYER",,,
60,2,HCL Technologies Limited (NSEI:HCLTECH),https://twitter.com/updates_trade/status/1922245510984876166,45790.45854,updates_trade,"Company: HCL Technologies Limited
Vineet Ved Prakash Sood (-) SOLD 1870.0 shares, value Rs. 31.023 lakhs (Rs. 1658.99 / share) through Market Sale.",,,
61,3,HCL Technologies Limited (NSEI:HCLTECH),https://twitter.com/cqnow_/status/1921849060434301035,45789.36454,cqnow_,"🟩 HCL Technologies Limited: 

HCL Technologies Limited has signed the European Commission's AI Pact, committing to responsible AI development and compliance with the upcoming EU AI Act. The company aims to enhance AI governance and promote ethical...
https://t.co/7KNG18uNDt",,,
62,4,HCL Technologies Limited (NSEI:HCLTECH),https://twitter.com/updates_trade/status/1920856625021124677,45786.62594,updates_trade,"Company: HCL Technologies Limited
Surya Pawan Kumar Vadapalli (-) SOLD 6500.0 shares, value Rs. 1.024 cr (Rs. 1575.86 / share) through Market Sale.",,,
63,5,HCL Technologies Limited (NSEI:HCLTECH),https://twitter.com/updates_trade/status/1920479160339665215,45785.58434,updates_trade,"Company: HCL Technologies Limited
HCL Technologies Stock Options Trust (-) SOLD 6020.0 shares, value Rs. 93.43 lakhs (Rs. 1552.0 / share) through ESOP.",,,
64,6,HCL Technologies Limited (NSEI:HCLTECH),https://twitter.com/updates_trade/status/1920093837747261878,45784.52105,updates_trade,"Company: HCL Technologies Limited
Shagun Rungta (Immediate relative) BOUGHT 15000.0 shares, value Rs. 2.365 cr (Rs. 1576.5 / share) through Gift.",,,
65,7,HCL Technologies Limited (NSEI:HCLTECH),https://twitter.com/updates_trade/status/1917564693591236777,45777.54194,updates_trade,"Company: HCL Technologies Limited
Sanjay Berry (-) BOUGHT 1127.0 shares, value Rs. 17.919 lakhs (Rs. 1590.0 / share) through ESOP.",,,
66,8,HCL Technologies Limited (NSEI:HCLTECH),https://twitter.com/cqnow_/status/1916709125473591529,45775.18102,cqnow_,"🟥 HCL Technologies Limited: 

ICICI Securities has issued a reduce call on HCL Technologies with a target price of Rs 1,390, down from the current market price of Rs 1,586.9. The brokerage has cut its FY26 and FY27 EPS estimates by 22.4% due to lower...
https://t.co/KfKRANM2MA",,,
67,9,HCL Technologies Limited (NSEI:HCLTECH),https://twitter.com/cqnow_/status/1916704177327063271,45775.16737,cqnow_,"🟥 HCL Technologies Limited: 

ICICI Securities has issued a reduce call on HCL Technologies with a target price of Rs 1,390, down from the current market price of Rs 1,586.9. The brokerage has cut its FY26 and FY27 EPS estimates by 22.4% due to lower...
https://t.co/KfKRANLuX2",,,
68,10,HCL Technologies Limited (NSEI:HCLTECH),https://twitter.com/cqnow_/status/1916331533503254689,45774.13906,cqnow_,"🟥 HCL Technologies Limited: 

Ganesh Dongre of Anand Rathi recommends selling HCL Tech at 1580 with a stop loss at 1620 and a target price of 1520.
https://t.co/XBzO3NRnZN",,,
69,11,HCL Technologies Limited (NSEI:HCLTECH),https://twitter.com/updates_trade/status/1915760562530656694,45772.56348,updates_trade,"Company: HCL Technologies Limited
HCL Technologies Stock Options Trust (-) SOLD 7823.0 shares, value Rs. 1.166 cr (Rs. 1490.0 / share) through ESOP.",,,
70,12,HCL Technologies Limited (NSEI:HCLTECH),https://twitter.com/msanskarjain/status/1915038911031562424,45770.57211,msanskarjain,"Stock to watch 
HCL TECHNOLOGIES LIMITED 

👉 Stock trading at a reasonable valuation with a P/E of 25, compared to the industry average of around 29, indicating potential for upside re-rating.

👉 Consistent sales and profit growth, reflecting stable business fundamentals and… https://t.co/BtFgfy0vn2",,,
71,13,HCL Technologies Limited (NSEI:HCLTECH),https://twitter.com/cqnow_/status/1914877075200033190,45770.12553,cqnow_,"🟩 HCL Technologies Limited: 

HCL Tech has experienced a significant decline from its all-time high of 1992, currently showing signs of recovery around 1480. Analysts recommend buying at current levels and on dips, with a target of 1650-1850 over the...
https://t.co/OywklDyIoH",,,
72,14,HCL Technologies Limited (NSEI:HCLTECH),https://twitter.com/cqnow_/status/1914869948528386127,45770.10586,cqnow_,"🟩 HCL Technologies Limited: 

HCL Tech has experienced a significant decline from its all-time high of 1992, currently showing signs of recovery around 1480. Analysts recommend buying at current levels and on dips, with a target of 1650-1850 over the...
https://t.co/OywklDzgef",,,
73,15,HCL Technologies Limited (NSEI:HCLTECH),https://twitter.com/sherl0ckai/status/1914659475085983993,45769.52507,sherl0ckai,"HCL Technologies Limited: Consolidated Financial Highlights for FY 2025 📊 (@hcltech)

https://t.co/Vm0OQCGqyk",,,
74,16,HCL Technologies Limited (NSEI:HCLTECH),https://twitter.com/growth_picker/status/1911707244527296675,45761.37846,growth_picker,"🏢 Company: HCL Technologies Limited

⚡ Update: Updates

🤖 AI Snapshot:  HCLTech integrates NVIDIA AI Enterprise into its AI Force platform &amp; NVIDIA Omniverse into its SmartTwin™ platform. Aims to speed up enterprise AI adoption, enhance software development/engineering…",,,
75,17,HCL Technologies Limited (NSEI:HCLTECH),https://twitter.com/NGanesa88472284/status/1905440577979908498,45744.08575,NGanesa88472284,"@Narasim18037507 HCLTech:
HCL Technologies Limited (d/b/a HCLTech) is an Indian multinational information technology (IT) consulting company headquartered in Noida, founded by Shiv Nadar.",,,
76,1,Sun Pharmaceutical Industries Limited (NSEI:SUNPHARMA),https://twitter.com/bilkulonline/status/1920738744769921310,45786.30066,bilkulonline,"Sun Pharmaceutical Industries Limited (Sun Pharma), India’s No. 1 pharma company by revenues and prescriptions^ has launched its corporate brand campaign that highlights its profound impact on the lives of people.
https://t.co/2EtHM3iH7y https://t.co/cYnDnsJ2P5",,,
77,2,Sun Pharmaceutical Industries Limited (NSEI:SUNPHARMA),https://twitter.com/pharma_outlook/status/1920693211019841905,45786.175,pharma_outlook,"Corporate brand campaign launched in India by Sun Pharma

News: https://t.co/irk44ku5hg

Sun Pharmaceutical Industries Limited

#PharmaceuticalCompany #MultiMediaCampaign #RegionalAudiences #CommunityHealth https://t.co/xKhQvm7Sbz",,,
78,3,Sun Pharmaceutical Industries Limited (NSEI:SUNPHARMA),https://twitter.com/cqnow_/status/1918890890170343836,45781.20155,cqnow_,"🟩 Sun Pharmaceutical Industries Limited: 

Dharmesh Shah of ICICI Securities recommends buying Sun Pharmaceutical Industries shares in the price range of 1,780 - 1,833, with a target price of 2,040 and a stop loss of 1,687.
https://t.co/YJ9xAGkNmH",,,
79,4,Sun Pharmaceutical Industries Limited (NSEI:SUNPHARMA),https://twitter.com/AAFan_Bujjamma/status/1914362138413391926,45768.70457,AAFan_Bujjamma,"@balu_tweetz6 Thank you 🥰

Sun Pharmaceutical Industries Limited",,,
80,5,Sun Pharmaceutical Industries Limited (NSEI:SUNPHARMA),https://twitter.com/AAFan_Bujjamma/status/1914362035711971836,45768.70429,AAFan_Bujjamma,@Chandulakhinana Sun Pharmaceutical Industries Limited,,,
